"00025218698924";"From All Sides";"120465";"6698-0";"";"20060404"
"00025218699020";"'Round Midnight";"100823";"6338-0";"";"20060718"
"00025218699228";"The Trio";"100822";"6338-0";"";"20060711"
"00025218699327";"In Washington, D.C. 1956 Volume Five";"118485";"6698-0";"";"20061226"
"00025218699426";"Warm Breeze";"117336";"6698-0";"";"20060822"
"00025218699525";"Sunrise";"119229";"6698-0";"";"20070508"
"00025218699624";"Digital III At Montreux";"115301";"8339-0";"";"20060829"
"00025218699822";"Mr. Guitar";"100825";"6698-0";"";"20061205"
"00025218699921";"Listen To Barry Harris...Solo Piano";"119220";"6511-0";"";"20090331"
"00025218700221";"Junior's Cookin'";"119219";"6698-0";"";"20090331"
"00025218700320";"The Nearness Of You";"117340";"6698-0";"";"20070220"
"00025218700528";"Ca'Purange";"116308";"6698-0";"";"20061219"
"00025218700825";"A Little New York Midtown Music";"118448";"6698-0";"";"20070515"
"00025218700924";"Focal Point";"117649";"6698-0";"";"20061219"
"00025218701020";"Let's Cook!";"100820";"6698-0";"";"20070306"
"00025218701426";"No Problem";"116413";"6698-0";"";"20061226"
"00025218701624";"From The Heart";"115557";"6775-0";"";"20060905"
"00025218701822";"500 Miles High";"115951";"6698-0";"";"20061205"
"00025218702126";"Intensity";"118447";"6698-0";"";"20070213"
"00025218702324";"Gene Ammons And Friends At Montreux";"115561";"6698-0";"";"20061226"
"00025218702423";"Spirits";"118523";"6698-0";"";"20061226"
"00025218702720";"Ain't Misbehavin'";"100598";"6698-0";"";"20070306"
"00025218702829";"It's A Blue World";"115298";"6338-0";"";"20070130"
"00025218702928";"Happy Time";"119251";"6511-0";"";"20090331"
"00025218703024";"Night Child";"118354";"6698-0";"";"20061219"
"00025218703628";"Oscar Peterson & Jon Faddis";"115795";"6698-0";"";"20070109"
"00025218703826";"Fancy Pants";"118366";"6698-0";"";"20061219"
"00025218703925";"Inner Voices";"117649";"6698-0";"";"20061212"
"00025218704021";"Joe Henderson In Japan";"116042";"6698-0";"";"20061205"
"00025218704120";"Tangerine";"116727";"6698-0";"";"20060905"
"00025218704229";"Open Your Eyes You Can Fly";"115951";"6698-0";"";"20061205"
"00025218704427";"Brand New";"118639";"6698-0";"";"20060926"
"00025218704724";"Parade";"100827";"6698-0";"";"20060822"
"00025218704823";"Roadhouse Symphony";"118582";"6698-0";"";"20061219"
"00025218705226";"Fitzgerald & Pass...Again";"118380";"6698-0";"";"20061205"
"00025218705424";"Byrd's Word";"100825";"6698-0";"";"20061226"
"00025218705721";"That's What She Said";"115951";"6698-0";"";"20061212"
"00025218705820";"Little Jazz And The Jimmy Ryan All-Stars";"117343";"6698-0";"";"20061226"
"00025218705929";"Soul Route";"119269";"6698-0";"";"20070220"
"00025218706124";"Hollar!";"115557";"6775-0";"";"20060829"
"00025218706322";"Blues Sonata";"100825";"6698-0";"";"20061212"
"00025218706926";"From The 70's";"100676";"6698-0";"";"20061226"
"00025218707022";"Carnval";"100598";"6698-0";"";"20061219"
"00025218707121";"Sama Layuca";"117649";"6698-0";"";"20061212"
"00025218707220";"Dream Dancing";"118380";"8339-0";"";"20060711"
"00025218707329";"Topsy: This One's For Basie";"117650";"6698-0";"";"20061212"
"00025218707626";"Jazz At College Of The Pacific, Vol. 2";"117484";"6698-0";"";"20060523"
"00025218708029";"The Greeting";"117649";"6698-0";"";"20061212"
"00025218708128";"Goodbye";"115561";"6698-0";"";"20061212"
"00025218708524";"Battle Stations";"118345";"6698-0";"";"20070220"
"00025218708623";"Byrd In The Wind";"119261";"6698-0";"";"20061212"
"00025218708722";"Li'l Abner";"115305";"6698-0";"";"20070227"
"00025218708821";"Naturally!";"118448";"6698-0";"";"20070313"
"00025218708920";"13th House";"117649";"6698-0";"";"20061212"
"00025218709125";"Chicago Concert";"115561";"6698-0";"";"20061212"
"00025218709224";"Byrd Song";"100825";"6698-0";"";"20061212"
"00025218709323";"Solo Flight";"100825";"6781-0";"";"20060523"
"00025218709422";"Tough Tenors";"119173";"6698-0";"";"20060815"
"00025218709620";"Matterhorn";"118626";"6698-0";"";"20070320"
"00025218709828";"In Tokyo";"100680";"6698-0";"";"20061212"
"00025218710121";"Peacemeal";"119258";"6698-0";"";"20061212"
"00025218710220";"Red Alone";"117340";"6775-0";"";"20060627"
"00025218710527";"Son Of Gunn!!";"119174";"6781-0";"";"20060509"
"00025218710626";"Cal Tjader Plays, Mary Stallings Sings";"100664";"6781-0";"";"20060228"
"00025218710725";"Passion Dance";"424152";"6776-0";"";"20060228"
"00025218710824";"My Mama Pinned A Rose On Me";"115914";"6781-0";"";"20060228"
"00025218710923";"Ramblin' With Mose";"118351";"6775-0";"";"20060228"
"00025218730921";"Thelonious Monk With John Coltrane";"115303";"6781-0";"";"20060502"
"00025218750127";"In Session";"115935";"5426-0";"";"20060307"
"00025218750226";"Greatest Hits Live";"119085";"6698-0";"";"20060404"
"00025218765626";"Main Stem, Vol. 4";"118562";"6698-0";"";"20070612"
"00025218765824";"Vol. 6: One More Time";"118562";"6698-0";"";"20070327"
"00025218770125";"Live At Keystone, Volume 1";"119175";"6698-0";"";"20060404"
"00025218770224";"Live At Keystone, Volume 2";"119175";"6698-0";"";"20060404"
"00025218770323";"Keystone Encores";"119175";"6698-0";"";"20060718"
"00025218770422";"How Late'll Ya Play 'Till?";"119177";"6698-0";"";"20060711"
"00025218770521";"How Late'll Ya Play 'Till?";"119177";"6698-0";"";"20060718"
"00025218770620";"Greatest Hits";"101243";"6698-0";"";"20060418"
"00025218770729";"Greatest Hits";"119178";"6698-0";"";"20060620"
"00025218770828";"The Best Of Mr. T";"100704";"6698-0";"";"20070109"
"00025218770927";"Classics";"118560";"6698-0";"";"20060829"
"00025218771023";"The Original Hits";"119179";"6698-0";"";"20060620"
"00025218771122";"Fire Up+";"118622";"6698-0";"";"20070327"
"00025218771320";"Howl";"119180";"6698-0";"";"20060704"
"00025218771429";"Live At Sugar Hill, Vol. 2";"117603";"7159-0";"";"20060926"
"00025218786126";"At Montreux With Junior Mance";"116308";"6698-0";"";"20061226"
"00025218790420";"Phenix";"99231";"6698-0";"";"20061205"
"00025218790529";"Ellington Is Forever, Vol. 1";"100823";"6698-0";"";"20061205"
"00025218790826";"Ellington Is Forever, Vol. 2";"100823";"6698-0";"";"20061212"
"00025218790925";"Bread & Roses Festival Of Acoustic Music, Vol. 1";"100530";"6698-0";"";"20060815"
"00025218791021";"Living Proof";"119179";"6698-0";"";"20060620"
"00025218791229";"The Greatest Of Pleasure";"119079";"6698-0";"";"20060725"
"00025218810128";"Out There";"118372";"6775-0";"";"20060321"
"00025218810227";"Boss Tenor";"115561";"6775-0";"";"20060321"
"00025218810326";"Lush Life";"115303";"6775-0";"";"20060321"
"00025218810425";"Relaxin' With The Miles Davis Quintet";"115547";"6775-0";"";"20060321"
"00025218810623";"The Hawk Relaxes";"115556";"6775-0";"";"20060321"
"00025218810722";"Kenny Burrell & John Coltrane";"115303";"6775-0";"";"20060321"
"00025218810821";"Quiet Kenny";"115930";"6775-0";"";"20060321"
"00025218810920";"Red Garland's Piano";"117340";"6775-0";"";"20060321"
"00025218811026";"Django";"119183";"6775-0";"";"20060321"
"00025218838221";"Creedence Clearwater Revival";"118949";"6698-0";"";"20060418"
"00025218838726";"Bayou Country";"118949";"6698-0";"";"20060418"
"00025218839327";"Green River";"118949";"6698-0";"";"20060418"
"00025218839723";"Willy And The Poor Boys";"118949";"6698-0";"";"20060418"
"00025218840224";"Cosmo's Factory";"118949";"6698-0";"";"20060418"
"00025218841023";"Pendulum";"118949";"6698-0";"";"20060418"
"00025218843027";"A Boy Named Charlie Brown";"115549";"6698-0";"";"20060418"
"00025218843126";"A Charlie Brown Christmas";"115549";"6698-0";"";"20060613"
"00025218850421";"Blues For Elvis: King Does The King's Things";"115935";"5426-0";"";"20060328"
"00025218850728";"A Soulful Experience";"118577";"6698-0";"";"20070213"
"00025218851329";"I'll Play The Blues For You";"115935";"5426-0";"";"20060307"
"00025218851428";"Walkin' The Back Streets";"118559";"5426-0";"";"20070327"
"00025218851527";"Greatest Hits Singles";"118912";"5426-0";"";"20060425"
"00025218851725";"Lovejoy";"115935";"5426-0";"";"20070213"
"00025218851824";"Blues 'N Soul";"118559";"5426-0";"";"20070227"
"00025218852128";"Melting Pot";"382762";"5426-0";"";"20070306"
"00025218852227";"Years Gone By";"115935";"5426-0";"";"20070327"
"00025218852326";"Dramatically Yours";"119184";"6698-0";"";"20060711"
"00025218852425";"The Best Of The Temprees";"119194";"6698-0";"";"20060613"
"00025218852524";"The Best Of The Mad Lads";"118579";"5426-0";"";"20070213"
"00025218852920";"Grits Ain't Groceries";"118559";"5426-0";"";"20060815"
"00025218853026";"Joy";"118912";"5426-0";"";"20060328"
"00025218853125";"The Booker T. Set";"119080";"5426-0";"";"20060912"
"00025218853422";"The Lost Session";"115935";"5426-0";"";"20070213"
"00025218853620";"I Wanna Get Funky";"115935";"5426-0";"";"20060523"
"00025218854023";"The Best Of The Rance Allen Group";"120460";"5426-0";"";"20060613"
"00025218854122";"The Best Of William Bell";"118181";"6698-0";"";"20060606"
"00025218854221";"The Best Of The Bar-Kays";"119094";"6698-0";"";"20060606"
"00025218854429";"Jammed Together";"115935";"5426-0";"";"20070109"
"00025218854528";"The Dramatics Live";"119085";"6698-0";"";"20070130"
"00025218854627";"Blues At Sunrise";"115935";"5426-0";"";"20060523"
"00025218855020";"What It Is - Live At Montreux";"118559";"5426-0";"";"20060919"
"00025218855228";"McLemore Avenue";"119080";"6698-0";"";"20060523"
"00025218855327";"Be What You Are";"98010";"5426-0";"";"20090623"
"00025218855426";"Mr. Big Stuff";"119185";"6698-0";"";"20060822"
"00025218855525";"With A Little Help From My Friends";"118557";"5426-0";"";"20070102"
"00025218855624";"Wednesday Night In San Francisco";"115935";"5426-0";"";"20070327"
"00025218855723";"Thursday Night In San Francisco";"115935";"5426-0";"";"20060523"
"00025218856027";"I'm In A Phone Booth, Baby";"115935";"6698-0";"";"20070313"
"00025218856225";"Uptight - Soundtrack From the Motion Picture";"119080";"5426-0";"";"20060919"
"00025218857024";"The Blues Don't Change";"115935";"6698-0";"";"20070313"
"00025218857123";"Crosscut Saw: Albert King In San Francisco";"115935";"5426-0";"";"20070327"
"00025218857222";"Remember Me";"119109";"6781-0";"";"20060404"
"00025218857321";"The Staple Swingers";"118606";"6698-0";"";"20061205"
"00025218857529";"Black & Blue";"119186";"6698-0";"";"20060829"
"00025218857727";"The MGs";"119222";"5426-0";"";"20070508"
"00025218857826";"Stay Out Of The Kitchen";"119187";"6698-0";"";"20060919"
"00025218857925";"Good To Me: Recorded Live At The Whisky A Go Go Vol. 2";"98005";"5426-0";"";"20090623"
"00025218858021";"I'll Run Your Hurt Away";"119188";"6698-0";"";"20060912"
"00025218858120";"Blues At Sunset (Live At Wattstax And Montreux)";"115935";"6698-0";"";"20070327"
"00025218858229";"Tin Pan Alley";"118559";"5426-0";"";"20060926"
"00025218858328";"Super Taylor";"118620";"6698-0";"";"20060404"
"00025218858526";"Wonderful";"118912";"5426-0";"";"20060425"
"00025218858625";"Funky London";"115935";"5426-0";"";"20060829"
"00025218858823";"Taylored In Silk";"118620";"6698-0";"";"20060404"
"00025218859028";"Sunshine!";"118621";"6698-0";"";"20070227"
"00025218859127";"Ghetto: Misfortune's Wealth";"119104";"6338-0";"";"19950215"
"00025218859325";"Don't Have To Shop Around";"118579";"5426-0";"";"20070213"
"00025218859424";"Hard Bargain";"115935";"6698-0";"";"20070327"
"00025218859622";"Presenting Isaac Hayes";"84857";"5426-0";"";"20090331"
"00025218859721";"Sweet Soul From Memphis";"119232";"5426-0";"";"20070529"
"00025218859929";"Hard Goin' Up";"119186";"6698-0";"";"20060822"
"00025218860123";"Chocolate Chip";"118912";"5426-0";"";"20060425"
"00025218860222";"Talking To The People";"119189";"6698-0";"";"20060912"
"00025218860628";"Born Under A Bad Sign";"115935";"5426-0";"";"20060523"
"00025218860727";"The Soul Of A Bell";"118181";"5426-0";"";"20070220"
"00025218860826";"Groove-A-Thon";"118912";"5426-0";"";"20060425"
"00025218860925";"Stax Instrumentals";"119080";"5426-0";"";"20060509"
"00025218861021";"Soul Men";"119080";"5426-0";"";"20060509"
"00025218861120";"Funkiest Man Alive";"100713";"5426-0";"";"20060718"
"00025218861229";"Windy City Blues";"100530";"6698-0";"";"20061017"
"00025218861427";"Wattstax: Highlights From The Soundtrack";"100530";"6698-0";"";"20061017"
"00025218861526";"Stax Profiles: Booker T. & The M.G.'s";"119080";"5426-0";"";"20060425"
"00025218861625";"Stax Profiles: Eddie Floyd";"118608";"5426-0";"";"20060425"
"00025218861724";"Stax Profiles: Johnnie Taylor";"118620";"5426-0";"";"20060425"
"00025218861823";"Stax Profiles: Little Milton";"118559";"5426-0";"";"20060425"
"00025218861922";"Stax Profiles: Rance Allen";"116014";"5426-0";"";"20060425"
"00025218862028";"Stax Profiles: Rufus Thomas";"100713";"5426-0";"";"20060425"
"00025218862127";"Stax Profiles: Carla Thomas";"118619";"5426-0";"";"20060425"
"00025218862226";"Stax Profiles: Albert King";"115935";"5426-0";"";"20060425"
"00025218862325";"Stax Profiles: Otis Redding";"119109";"5426-0";"";"20060425"
"00025218862424";"Stax Profiles: The Staple Singers";"118606";"5426-0";"";"20060425"
"00025218862622";"Home";"119192";"5426-0";"";"20060523"
"00025218880121";"At Wattstax";"118912";"5426-0";"";"20060328"
"00025218880220";"Shaft";"118912";"5426-0";"";"20060328"
"00025218880428";"Live At The Sahara Tahoe";"118912";"5426-0";"";"20060328"
"00025218880626";"Black Moses";"118912";"5426-0";"";"20060328"
"00025218881128";"Something Special";"119217";"6698-0";"";"20070522"
"00025218881227";"Only For The Lonely";"118607";"6698-0";"";"20060829"
"00025218881326";"Rare Stamps";"118608";"5426-0";"";"20060912"
"00025218881425";"Double Feature (Three Tough Guys & Truck Turner)";"118912";"5426-0";"";"20060404"
"00025218881623";"Private Numbers";"118589";"6698-0";"";"20070417"
"00025218881722";"Dedicated To The One I Love";"119194";"6698-0";"";"20061128"
"00025218881821";"Black Rock/Gotta Groove";"119094";"6698-0";"";"20070227"
"00025218882026";"Stormy / Feel The Warm";"119195";"6698-0";"";"20060620"
"00025218882224";"Up Above My Head";"118577";"5426-0";"";"20070130"
"00025218882927";"So I Can Love You / Untouched";"118621";"6698-0";"";"20060613"
"00025218883122";"Let The Music Get Down In Your Soul";"120460";"5426-0";"";"20060613"
"00025218883221";"Wow.../Bound To Happen";"100495";"5426-0";"";"20090623"
"00025218883528";"Soul Street";"118608";"5426-0";"";"20070522"
"00025218883627";"Funky Chicken";"100713";"5426-0";"";"20090623"
"00025218883924";"Margie Joseph Makes A New Impression/Phase II";"119196";"6698-0";"";"20060919"
"00025218884327";"Ultimate Isaac Hayes:  Can You Dig It?";"84857";"5426-0";"";"20060516"
"00025218890120";"The Legend Of Blind Joe Death";"118450";"6781-0";"";"20060606"
"00025218890328";"America";"118450";"6698-0";"";"20060711"
"00025218890526";"The Best Of Michael Bloomfield";"118587";"6698-0";"";"20070213"
"00025218890823";"Death Chants, Breakdowns And Military Waltzes";"118450";"6698-0";"";"20060711"
"00025218890922";"The Dance Of Death & Other Plantation Favorites";"118450";"6781-0";"";"20060606"
"00025218891226";"The New Possibility: John Fahey's Guitar Soli Christmas Album/Christmas With John Fahey, Vol. II";"118450";"6698-0";"";"20061003"
"00025218891325";"Bashovia";"118627";"8385-0";"";"20070417"
"00025218891424";"Dobro / Blues And Bluegrass";"120462";"6698-0";"";"20060606"
"00025218891523";"The Best Of John Fahey 1959-1977";"118450";"6698-0";"";"20061010"
"00025218891622";"The Best Of John Fahey:  Vol. 2 1964-1983";"118936";"6698-0";"";"20090331"
"00025218901321";"Greatest Hits: The 50s";"115561";"6698-0";"";"20061212"
"00025218901420";"Jazz Showcase";"100676";"6781-0";"";"20060627"
"00025218901529";"Jazz Showcase (John Coltrane)";"115303";"6698-0";"";"20061128"
"00025218901628";"Jazz Showcase";"116413";"6698-0";"";"20061205"
"00025218901727";"Jazz Showcase";"115300";"6698-0";"";"20061128"
"00025218901826";"Greatest Hits:The 70s";"115561";"6698-0";"";"20061205"
"00025218901925";"Miles Davis Plays For Lovers";"115300";"6698-0";"";"20060425"
"00025218902021";"Plays For Lovers";"115303";"6781-0";"";"20060321"
"00025218902120";"Plays For Lovers";"118498";"6698-0";"";"20060627"
"00025218902229";"Plays For Lovers";"100820";"6698-0";"";"20060725"
"00025218902328";"Sings For Lovers";"100677";"6338-0";"";"20090303"
"00025218902427";"Plays For Lovers";"115443";"6698-0";"";"20090303"
"00025218902526";"Plays For Lovers";"115555";"6698-0";"";"20090303"
"00025218902625";"Plays For Lovers";"100676";"6698-0";"";"20090303"
"00025218902724";"Sings For Lovers";"115546";"8339-0";"";"20090303"
"00025218902823";"Plays For Lovers";"101253";"6338-0";"";"20090303"
"00025218910125";"Telecommunication";"115772";"6338-0";"";"20070130"
"00025218911221";"Midnight Ramble";"118582";"6776-0";"";"20061226"
"00025218911924";"Indigo Blue";"118582";"6776-0";"";"20061226"
"00025218912228";"Sunny Days, Starry Nights";"116413";"6698-0";"";"20070102"
"00025218914222";"Soul Survivors";"118582";"6698-0";"";"20061219"
"00025218914628";"This Guy's In Love WithYou";"118911";"6698-0";"";"20090303"
"00025218914925";"Mr. Chips";"118582";"6698-0";"";"20061226"
"00025218915021";"G-Man";"116413";"6698-0";"";"20061219"
"00025218915120";"Jazzhouse";"100676";"6698-0";"";"20061212"
"00025218915328";"Steppin' Up";"118582";"6776-0";"";"20070102"
"00025218915526";"Dancing In The Dark";"116413";"6698-0";"";"20061226"
"00025218916325";"Blue To The 'Bone";"118583";"6698-0";"";"20070313"
"00025218916424";"You're Gonna Hear From Me";"100676";"6698-0";"";"20061128"
"00025218916721";"Uptown/Downtown";"119250";"6698-0";"";"20061226"
"00025218916820";"Night Beat";"118582";"6698-0";"";"20061226"
"00025218917025";"The Solo Sessions";"100676";"6781-0";"";"20060314"
"00025218917629";"Prime Time";"117566";"6698-0";"";"20061219"
"00025218917728";"On The Blue Side";"118582";"6698-0";"";"20061219"
"00025218917926";"Falling In Love With Jazz";"116413";"6698-0";"";"20061219"
"00025218918121";"One On One";"115339";"6776-0";"";"20060905"
"00025218918220";"Groove Master";"118582";"6698-0";"";"20061226"
"00025218918428";"Fourmost";"117566";"6698-0";"";"20061128"
"00025218918527";"Blue In Green";"100676";"6698-0";"";"20070102"
"00025218918626";"First Call";"119226";"6776-0";"";"20070515"
"00025218919128";"Out Of Nowhere";"115555";"6698-0";"";"20061219"
"00025218919227";"Portrait";"118582";"6698-0";"";"20070102"
"00025218919425";"Here's To The People";"116413";"6698-0";"";"20061226"
"00025218919524";"The Solo Sessions, Vol. 2";"118180";"6698-0";"";"20061128"
"00025218919821";"Birdseed";"118558";"6776-0";"";"20070703"
"00025218919920";"San Francisco Holiday";"115551";"6781-0";"";"20060502"
"00025218920025";"Loose Blues";"100676";"6698-0";"";"20061128"
"00025218920124";"South Central";"118582";"6698-0";"";"20061226"
"00025218920223";"The Bonfa Magic";"119267";"6776-0";"";"20070306"
"00025218920421";"Gosto De Brasil";"119199";"6698-0";"";"20060912"
"00025218920520";"Barrio Negro";"115545";"6338-0";"";"20070109"
"00025218920728";"Sum Serious Blues";"117566";"6698-0";"";"20061219"
"00025218921022";"Mondo Introduces La Lupe";"118585";"6511-0";"";"20070109"
"00025218921121";"Christmas Songs";"100530";"6698-0";"";"20081104"
"00025218921220";"Seresta Brasileira";"115568";"6338-0";"";"20070109"
"00025218921428";"Carioca";"115915";"6338-0";"";"20070508"
"00025218921527";"Old Flames";"116413";"6698-0";"";"20061226"
"00025218921725";"Caracas";"118558";"6698-0";"";"20061226"
"00025218922425";"Frankly: A Tribute To Sinatra";"119230";"6776-0";"";"20070515"
"00025218923224";"Retratos";"119228";"6698-0";"";"20070522"
"00025218923521";"On Green Dolphin Street";"100676";"6338-0";"";"20060718"
"00025218923620";"Intersection";"119265";"6776-0";"";"20070501"
"00025218924528";"Mongo Returns!";"100665";"6698-0";"";"20070109"
"00025218924924";"But Beautiful";"115553";"6776-0";"";"20060725"
"00025218925020";"Sonny Rollins + 3";"116413";"6698-0";"";"20061128"
"00025218925129";"All The Way Live";"117347";"6698-0";"";"20070109"
"00025218925228";"Encores, Volume 1: Body & Soul";"115587";"6698-0";"";"20061226"
"00025218925921";"Tight";"118582";"6698-0";"";"20061128"
"00025218926126";"Encores, Volume 2: Blue 'N' Boogie";"115587";"6698-0";"";"20061226"
"00025218927420";"Road Tested";"118582";"6698-0";"";"20061219"
"00025218927529";"Greatest Hits";"115756";"6698-0";"";"20061205"
"00025218927826";"Remembering Clifford";"115896";"6338-0";"";"20090331"
"00025218927925";"After Dark";"118582";"6698-0";"";"20061219"
"00025218928021";"Global Warming";"116413";"6698-0";"";"20061128"
"00025218928229";"Half Moon Bay";"100676";"6698-0";"";"20061205"
"00025218928328";"Solid!";"116736";"6698-0";"";"20061212"
"00025218928724";"Crunch Time";"118582";"6698-0";"";"20061219"
"00025218929127";"Homecoming";"100676";"6698-0";"";"20061219"
"00025218929622";"From Here To The Moon";"119235";"6776-0";"";"20070501"
"00025218929820";"Dangerous";"115587";"6698-0";"";"20061219"
"00025218930024";"McGriff's House Party";"118583";"6698-0";"";"20070213"
"00025218930222";"The First Milestone";"116736";"6698-0";"";"20070313"
"00025218930321";"The Best of Arthur Prysock:  The Milestone Years";"118911";"6698-0";"";"20060801"
"00025218930420";"The World Of Hank Crawford";"118582";"6698-0";"";"20070703"
"00025218930529";"Mood Indigo";"118574";"6776-0";"";"20060725"
"00025218930628";"Martin Taylor In Concert";"119470";"6698-0";"";"20060627"
"00025218931021";"This Is What I Do";"116413";"6698-0";"";"20061128"
"00025218931120";"Fourmost Return";"117566";"6698-0";"";"20061205"
"00025218931427";"Over The Rainbow";"118574";"6776-0";"";"20060704"
"00025218931526";"The Second Milestone";"116736";"6698-0";"";"20070213"
"00025218931724";"Tenderly (An Informal Session)";"100676";"6698-0";"";"20061219"
"00025218931823";"The Best Of Hank Crawford & Jimmy McGriff";"118582";"6698-0";"";"20061205"
"00025218931922";"Keep That Groove Going!";"119201";"6698-0";"";"20060912"
"00025218932127";"But Beautiful";"118574";"6776-0";"";"20060725"
"00025218932226";"Summit Meeting";"116736";"6338-0";"";"20070130"
"00025218932523";"McGriff Avenue";"379428";"6698-0";"";"20060704"
"00025218932929";"Live-Lee";"115446";"6698-0";"";"20061212"
"00025218933025";"Nightlife In Tokyo";"116736";"6698-0";"";"20060620"
"00025218933223";"Moon Glow";"118574";"8353-0";"";"20060829"
"00025218933421";"Cobb's Groove";"119202";"6698-0";"";"20061003"
"00025218933520";"Coast To Coast";"115430";"6698-0";"";"20060711"
"00025218933629";"Getting Sentimental";"100676";"6781-0";"";"20060314"
"00025218933728";"Festival In Havana";"100530";"6698-0";"";"20061017"
"00025218933827";"More Live-Lee";"115446";"6698-0";"";"20061212"
"00025218933926";"Counterpoints:  Live In Tokyo";"117649";"6698-0";"";"20061212"
"00025218934220";"Without A Song The 9/11 Concert";"116413";"6776-0";"";"20060214"
"00025218941822";"Creedence Gold";"118949";"6698-0";"";"20060307"
"00025218943024";"More Creedence Gold";"118949";"6698-0";"";"20060307"
"00025218949521";"Paradise With An Ocean View";"118560";"6698-0";"";"20060613"
"00025218964227";"Somewhere In Time (A Dramatic Reunion)";"119085";"6698-0";"";"20070403"
"00025218964722";"Blues In The Night: The Early Show";"118662";"6698-0";"";"20060815"
"00025218965026";"Digital Swing";"119262";"6698-0";"";"20070306"
"00025218965521";"Blues In The Night Vol. 2: The Late Show";"118662";"6698-0";"";"20070109"
"00025218965927";"Show Time";"119224";"6698-0";"";"20070508"
"00025218966023";"Rockin' L.A.";"115548";"6698-0";"";"20070109"
"00025218966221";"Blues On Broadway";"119204";"6698-0";"";"20060801"
"00025218966627";"Get The Feeling";"100498";"6698-0";"";"20090623"
"00025218967129";"Cyber Ghetto";"118624";"6698-0";"";"20070417"
"00025218967822";"The Grace Cathedral Concert";"120463";"6698-0";"";"20060418"
"00025218968027";"A Dramatic Christmas (The Very Best Christmas Of All)";"119085";"6698-0";"";"20070313"
"00025218968225";"Charlie Brown Holiday Hits";"115549";"6698-0";"";"20060418"
"00025218968423";"Rhythm Is Our Business";"118584";"6698-0";"";"20070320"
"00025218968621";"The Concert";"118949";"6698-0";"";"20060418"
"00025218968928";"The Long Road Home - The Ultimate John Fogerty - Creedance Collection";"114990";"6698-0";"";"20060221"
"00025218980128";"If You Love These Blues, Play'em As You Please";"119207";"6698-0";"";"20060801"
"00025225600279";"Our Fathers Teachings";"815727";"1318-0";"";"20090101"
"00025225600286";"Honoring Our Elders";"3932";"1318-0";"";"20090101"
"00025225600415";"Native American Church Songs of the Winnebago/Ho-Chunk Nation";"182526";"1318-0";"";"20070101"
"00025225600491";"With Love & Faith We Pray Vol. III";"5475";"1318-0";"";"20080101"
"00025225600507";"All of this Hurt";"277993";"1318-0";"";"20080101"
"00025225600514";"Songs of Praises";"182526";"1318-0";"";"20090101"
"00025225600538";"When Young Meets Old";"32438";"1318-0";"";"20090101"
"00025225600545";"Cikehtamok";"28117";"1318-0";"";"20090101"
"00025225600552";"Whitehawk and Crowe Volume 4";"815727";"1318-0";"";"20090101"
"00025225600989";"Good Memories";"493010";"1318-0";"";"20130607"
"00025225601016";"Mother's Love";"815727";"1318-0";"";"20130607"
"00025225601023";"Grandfather Peyote";"815727";"1318-0";"";"20130524"
"00025225601030";"Our Angels";"545375";"1318-0";"";"20130708"
"00025225601078";"Remember That Time";"280262";"1318-0";"";"20140120"
"00025225601085";"49ers Love Songs";"292035";"1318-0";"";"20140421"
"00025225601139";"Kaskite Asiniy";"821717";"1318-0";"";"20140811"
"00025225601146";"Grandfather Peyote \"The Creator's Gift\"";"292035";"1318-0";"";"20140901"
"00025225601153";"Healing Our Spirit";"22917";"1318-0";"";"20150413"
"00025225601160";"Peyote Songs";"5475";"1318-0";"";"20140915"
"00025225601177";"The Morning Star";"37228";"1318-0";"";"20140922"
"00025225601214";"Native American Church of Canada Northern Harmonies";"292035";"1318-0";"";"20150413"
"00025225601221";"Big & Tall Volume 2";"280261";"1318-0";"";"20150401"
"00025225601238";"For the People";"826401";"1318-0";"";"20160401"
"00025225601245";"It's Time To Pray";"674878";"1318-0";"";"20150401"
"00025225601252";"Walk With The Spirit";"815237";"1318-0";"";"20160411"
"00025225601269";"Peyote Songs";"292037";"1318-0";"";"20150914"
"00025225601276";"Comfort & Compassion6";"494007";"1318-0";"";"20150914"
"00025225601283";"Grandfather Peyote: \"Spirit Walk\"";"815727";"1318-0";"";"20151005"
"00025225601306";"War Stories";"15696";"1318-0";"";"20160404"
"00025225601313";"Rhythms Within My Heart";"815240";"1318-0";"";"20160404"
"00025225601320";"Midnight Water";"182129";"1318-0";"";"20160404"
"00025225601337";"49ers: Late at Night";"815727";"1318-0";"";"20160404"
"00025225601344";"Those Old Back Trails";"5980";"1318-0";"";"20161010"
"00025225601375";"It's A Good Morning To Pray";"292035";"1318-0";"";"20161003"
"00025225601382";"Father of All";"292035";"1318-0";"";"20161003"
"00025225601399";"Water Is Life";"292036";"1318-0";"";"20161003"
"00025225601405";"Lance Crowe: Sacred Medicine";"182129";"1318-0";"";"20161003"
"00025599071620";"Dan Freeman's Story";"43448";"882-0";"";"20081007"
"00025633348725";"Dance Hall Soca";"37059";"2130-0";"";"19930524"
"00025633348824";"Soca Greatest Hits";"15979";"2130-0";"";"19910101"
"00025633349029";"Soca Butterfly";"15979";"2130-0";"";"19940623"
"00025633349227";"Soft Lee Vol. VI";"15979";"2130-0";"";"19971120"
"00025633349524";"Soca Frenzy";"15979";"2130-0";"";"19980421"
